Test1,
"eeeeeeeeeeeeeeeeRRBBeReBRBRBBeBBBRRRRBRRBB,6,7,0",
"eeeeeBeeeeBeBeeReReReRBeReBBRBeReRRRBRBBRB,6,7,6",
"eeeeeeeeeeeeeeBeeeeeeBeeRBeBBRBRBRRBRRBRBR,6,7,0",
"eeeeeeeeeeeeeeeeeeBeeeBeeRBeeBRBRReRRBBRRB,6,7,7",
"BeeBeeeReeReeeBeBBeeeReRReeeReBBeRRBBRBBRR,6,7,5",
"eeeeeeeReReeeeRBReeeeBBBeeBeBBRReBeBRBRRRB,6,7,7",
"eeeeBeReeeeBeReeeeReRRBeeBeBRBeeBeBRRRBBBR,6,7,5",
"eeeReeeeeeReReeeeReBeReeReBeBBeBRRRBBBRBBB,6,7,0",
"ReBeBeeBeReBeeBeReBeeBRBeReeRBBeRReRRRBBRR,6,7,4",
"eeeeBReRReeBBeBBeeBBeBReeRBRRReRBRBRRBRRBB,6,7,5",
"eeeeeeeeeeeeeeReReeeeBeRRBeBBeRBReBRRRBBBR,6,7,0",
"ReeeReBBBeeReRRBeeBRRBReRBBRBBBRBRBBBRBRRR,6,7,4",
"ReeeeBeReBeeReBeBeRBeBeBeBBBReRBBRRBRRRBRR,6,7,5",
"eeReeBeBeBBeReReBReReReBReBeBeRReBeBBRBBRR,6,7,5",
"eReeeeRBBeeeeBBBeeeeRRBeeeeRBRBBeeBBRRRBRR,6,7,5",
"BRRBReeBBRRReeRRBBReeRBBRBeeBRRRBeRBBRBBBR,6,7,2",
"RReRBeBRBeRBeBBReBReBRReBRBRRBRRRBBBRBRBBR,6,7,2",
"eeeeBeeeeeeReeReeeReRBeeeBeRBBeeReBBBRRBRR,6,7,6",
"eReReBeeBeBeBeeBBReReeRRBRBeRRRBRReBBRRBBB,6,7,4",
"BReBeeeRBeReeeBReBeeeRReBeeeBBeReeeRRRBBRB,6,7,4",
"eeeReeeeeBReRReeBReBBeeBReRBeBRBeRRRBBRBRB,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeRRRReeeBRBRRBBRBBBRB,6,7,0",
"BBeReeeBReReeeRBRBeeeRRBBeeeBBRReeeRRRBBRB,6,7,4",
"eeeeeRReeeeBBReeeeRBReeeeRRBeeRRBBRBRBRBBB,6,7,5",
"eeeeeeeeeeeeeeeRBBeeeeBBRReBeBRRBRRBRBBBRR,6,7,0",
"eeeeeeeeBeeeeeeBeeeeRBReeeeRBBBeeeBRBRRBRR,6,7,7",
"eeeeeeeeeeeeeeeeeeeBeeeeeeReBRRReBeRBRBBRB,6,7,7",
"ReeBeeeBeeBeeeBeeRBeeReeBReeRBeRReeBRBRBRB,6,7,5",
"eBeReeBeReBeeRBBeRReRBReBBeBRBBRBeRRRRBBRB,6,7,4",
"eeReRReeeBeBBeeBReBBeBBBeRReBRRRBReRRRBBBR,6,7,4",
"RReeBeRRReeBeBBReeBRRRBeBRBBRBeBRBRBBBRRRB,6,7,3",
"eeeeeeeeeeeeeeeReeeeeeRBBeReBRBBeBBRRBRRBR,6,7,0",
"BeBeeeeReBeeeeBeBeBeRReRRReBReBRReRBBRRRBB,6,7,5",
"BeBReBeReRBeBeReBReBeReRReBeBeBReReRBBBRRB,6,7,0",
"BeeeeeeBeeeeeeBeeBeBeReeReReRReBeReRRBRBRB,6,7,6",
"eeeeeeeeeeeeeeeBeBeeeeReBBRReReBBBRRRBRRRB,6,7,0",
"ReeBeeeReeReeeReeReeeBeRReeeBeBBeeeRBRBRBB,6,7,5",
"ReBeBeeBeBeBeeBeReReeReReBReRBBBRReBRRRBRB,6,7,4",
"ReeBeeeBeeBeeeBeeReeeBeeRBeRRReBRRBBRBBRBR,6,7,5",
"eeeeeeeeeeeeeeBeBeeeeBeRBReBReRRBRRRBBRBBR,6,7,0",
"ReeeeeeBeeeeeeReeeeeeBeBeeeeBeReeeRBRRBBRR,6,7,6",
"eeeeeeeReeeeeeReRBeeBReBReeRRRBBRBBBBRRBBB,6,7,0",
"eBBReBeeRRReReeRBBeReBBRBeBBBBRBeRBRRBRBRR,6,7,3",
"eeeeeeeeeeeeeeeReeeeeeRBeReRRRBeBeBBRBRBBR,6,7,0",
"eeeBeeeeeeRBBeeeRBBBeeeBBRReeeRRRBBRBRRBRR,6,7,6",
"eeeeeeBeeeeeeRBReeeeBBRBeeeRRRBBeRRBBBRRBR,6,7,6",
"BeReeeeReReeeBBeBeeeBReBeBeRBeBeBeRRBRRBRR,6,7,5",
"RRBeeBeBBBeeReRBReBBeRBRRBReRRBRRRBBRBRBBB,6,7,3",
"BeeBeeeReeBeeeBeeBeeeBeRReeeRBRBeReRBBRRBR,6,7,5",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeRBBRRRRBBBRBRB,6,7,0",
"eBeReeeeReBeeeRBeBeeeBBeBeeeRReRReeRBRRBRB,6,7,5",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"eeeeBBeeeeeRReReeeRReRBeeBBeBReeBBRBRBRRBR,6,7,5",
"BeBRBeRBRRBReBRBRRReRRBRBBeRBBBRReRBRBBRBB,6,7,2",
"BReeeeeRBeeeeeBReeeeeBReeeeeBBBeReeRBRBBRR,6,7,5",
"eeeeeeeeeeeeeeReReeeeBeRReBRBeRReBBRBRRBBB,6,7,0",
"eBeeeReeRReeBeeRBeBBeeBReBReeRBeRRBRRBBRBB,6,7,5",
"eeBeeeRBeReeeBReReeeBBeReRRRBeBRBRBRRBBRBB,6,7,5",
"eeeeeeeeeeeeeeBeeeeeeBeeRBeRBeRRBeBBBRBRRR,6,7,0",
"eeBReeBeeBReeBBeRReeBRBRBeRRBRBBeRBBBRRRBR,6,7,4",
"eeeeBeeeeeeBeeeeeeReeeReeReBeReeBeBBRRBRRB,6,7,6",
"eBBeReReBReReBeRBeBeRRRReBBBBRBeBRRBBBRRBR,6,7,3",
"ReeReReBeeReBeBeRBeBeReRBBReBeRRBBeBBBRBRR,6,7,4",
"eBReeReBRBeeBeRRBeeReBBRReReBRBBeBBRRBRRBR,6,7,4",
"eBBeeeeeBReeeReRBeeRReBBeRBBBRReRRRBBRRRBB,6,7,5",
"eeeeeeeeeeeeeeeBeBeBeeBBRBBRBRRBRRBRRBRRBR,6,7,0",
"eeeReeeBeeBeeeBeeBeBBReeReBRBeeRRBRBRBBRRR,6,7,6",
"eeeeeeeeBeeRBReReeBRReBeeRBReBeRRBBRBBBRRB,6,7,0",
"BeBeeeBReReeeRReBReeRBeRBeeRBeBBeeBRBRBRBR,6,7,4",
"eeeeeeeeeeeeReeeReeBeBeRReBBBeBReBRBBRBRRR,6,7,7",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"eeeeBeeeeeBReeeeeRReeeBeRBeeeRBRBeRRBBBRBR,6,7,6",
"ReeeeeRReeBeeBReeReeRBBeReeRBBBRBeRRBBBRBB,6,7,5",
"BBeBReeBBeRRReBReBBBeRRBRRRBRBBRBRRRBRBBBR,6,7,3",
"eeeeeeeeeeeeeeeeBeeeeeeBBReeeeRRBeRRBRBBBR,6,7,0",
"eBReBRBeBReRRRBRBeRBBBBReBBRRBReBRRBRBRRRB,6,7,2",
"ReeeRReBeeeBBeReeBBReBeeRBBeReBBRRBBRRBBRR,6,7,4",
"RBBeeeBRRReeeRBRRBBeRRRBBReBBBRRBeBRRBRBRB,6,7,3",
"eBBeeBeeBBeeReeRReeReBBBeeBBRRReeRBRRBRRRB,6,7,4",
"BRBeeeeRRBeeeeBBBeeeeBRReeBeRBRRBBeRRBRRBR,6,7,4",
"eeeeeeeeeeeeeeRRRReeeRBBRBBBRBBRBBRBRRBRBB,6,7,0",
"BeeBReeBeeRReBReeBBeRBBeRReRRReBReBBBRBRRB,6,7,4",
"eReeBBeeBeeRReeBeeRBeeBeeBReeRBeBBeRRRBRRR,6,7,4",
"eeeeeeeeeeeeeeRBeeeeeBBRRReBRBBRReBBBRRBRR,6,7,0",
"ReeBBeeReeRBeRReeRBeBBeBRBRBBeRBRRRBRBBRRB,6,7,0",
"RBeeeeBBRBeReRRRReBeBBRReReRBBBeRBBBBRRBRB,6,7,4",
"eeeeeeeeeeeeeeBReReBeRBeReBBRBRRBBBBRRBRBR,6,7,0",
"eeeBRBeeeeRBBeeeeRRBeeReBRRReRRRBBBRBRBRBB,6,7,4",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"eBRBReeeBRBReeeRBRBeeeRBRBeeeRRBReeRBBBRBR,6,7,3",
"BeeeReeReeeReeBeeeBeeBeReBBeReBBRReBRRBBRR,6,7,5",
"eeBeeeReeBeeeReeReeeBeRRBeeBeRBReeBBBBRRBR,6,7,5",
"eeeeeeeeeeeeeeBReeeeeBRReBBBRBRRRBBRBBBRRR,6,7,0",
"eeeeeeeeeeeeeeeeBRBeeeeBBRBReBBRRBRRBRBRRR,6,7,0",
"eeeeeeeBeeeeeeRBBBeReRRBReBeBRRBeReRRRBRBB,6,7,0",
"eeeReeBeeeRBeBeeeBReReReBBBRRBRRBBBRRBRBRR,6,7,5",
"eeeeeeeeeeeeeeeeeeeBeeeeReReeBeRRBRBBRRBRB,6,7,7",
"eeeeeeeeeeeeeeBRBReeeBRBRBeRBBRRReBRRBRRBB,6,7,0",
"eeeeeeeeeeeeeeReeeeeeBRBBReeRBRBReBRBRRBRB,6,7,0",
"eeeeeeeeeBeReReeReBeReeReBBReeReBBRRBBBRBB,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeRBBBBeeBRRRBRR,6,7,0",
"eeeeBeeeeeeReeeeeeReBReBRBeRBeBBReBRRRBRBB,6,7,6",
"BeeeeeBReeeeeBReeeeeBBeeeeeRBeeeeeRRRRBRBR,6,7,5",
"eeeeeeeeeeeeeeeReeBeeeBeeBRRBRReBRBBRRRBRB,6,7,0",
"eeeeeeeeBeBeeeeReBeeBeBeBeRRRRRBRRRBBRRBRB,6,7,0",
"eeeeeeeeeeeeeeeRBeBeeeBReBBeeBRRBReRBRRBRR,6,7,0",
"eeeeReeeeeRRBeBeeBRBeBeeRBReRRBBBReRBRBRRB,6,7,6",
"eeeeeeeeeeeeeeeReeeeeeBRReBeeBRRRBeBBBRRBR,6,7,0",
"eBReBeeeRBeBeeeRBeBeeeBReReeeBReBeRRRBRBRR,6,7,4",
"eeeeeeeBeeeeeeBReeBeRBReeReBBBReReRRBRRBBR,6,7,0",
"eReReReeReBeBeeReBeBeeBRReBeeBRBeReRRBBBRB,6,7,4",
"RReeeeeRBeReBeRBeBeReBBeBeReRRBReBBBBBRBRR,6,7,5",
"ReeeBReReeeRReRRBeRBeBRReBBeBBBeBBBBRRRBRR,6,7,4",
"eeeeeeeeeeeeeeeRReeeeeBRBRRReBRBRBBBBRBBRB,6,7,0",
"BeeeeeBReeeeeRReeeeeRReeBBeRBBeBRRBRRBRRBB,6,7,5",
"RBeBBeBRReRReRRBeRReBBReRBeBRBeBReBRBBRBBR,6,7,2",
"eeeeeeeeeeeeeeeReRReeRBeRBeeRBRBBeeRRBBRBB,6,7,0",
"eBeeeeeeReeeeeeBeeeeeRBeeeeeRBeRBeeRRBBBRR,6,7,6",
"BeeeeReBeeeeBBReBeeRBBeBeeBRReReRBRBRBRBRR,6,7,5",
"eeeRBeReeeRBeRBeeBRRBBeeRRBBRBeBRBRRBRBBRB,6,7,4",
"RBeeBeeBReeReBRBReBeRRBBeBeBRRReReBBBBRRRB,6,7,4",
"eeeRBeBeeeBBeReeeRBeReeeBRBBeeRRRBRBBRBRBR,6,7,4",
"eBeReReeReBeBeBReBeBRRReRBRBBBRRBRBBBBRBRR,6,7,4",
"BReeeReBReeRBeBBeeBReRReeRBeBBeeBRRRBRBRBB,6,7,4",
"eeeeeeeeRBBeeeBRBReBRRBBReBBBRRBRBBRRBBRRR,6,7,0",
"eeeeeeBeeeeeeBeReeeeBeBeeeeReReeeRRRBBBRRB,6,7,6",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"ReeeRBeBeeeBBeReeeBReBeeeRRRReeRRBBBRBRRBB,6,7,4",
"eeeeeeeeeeeeeeeeeReeeeeeBRBeBeBBRRBRRBBRBR,6,7,0",
"eeeeeeeeeReeeeeeBeeeeBRBeeReBRReBBBRRBRRBR,6,7,7",
"RBeeBReBReeBBeRReeRBeBBeeBReBRReRBeRBRBBRR,6,7,3",
"eeeeeeeeeeeeeeeReeeeeeBRBeBeBBRRRBBRBRBRRB,6,7,0",
"BBeeeeeRBBeeReBRReeBeRBBeeReBRRReReRBBBRRB,6,7,5",
"eeBeeeeeeBeReeeeBeReeeeReBReeBBeRBRRRRBRBB,6,7,6",
"eeeeeeeeeeeeeeRBeeReeRBeBRBRBBRBRBBRRBBRBR,6,7,0",
"eeeeeeeeeeeeeeRRRReeeRBBRRBBBBBRBBBRBRRRBB,6,7,0",
"eeeeeeeeeeBeeeeReBeeeeBeReeeRBBBeBRRRBRRRB,6,7,7",
"BeeReeeRBeBeeeBReBBeeRBRRReeRRBBReeRBRRBBB,6,7,5",
"eeeeeeeeeeeeeeeReeeeeRRBReRRBRBBBRBBRBBBRR,6,7,0",
"BeBBeeBReRBeeRReRReeRBeRBeeBRRBReBBBBRRRBB,6,7,3",
"eeeeReeeeeeBeeeeeeReeeeeeReeeReRRBeBBBRBBB,6,7,6",
"eeeeeeeeeeeeeeeReeeeeBReRBReBRBBRBeRRRBBBR,6,7,0",
"ReReBeeBeReBeeBeBRReeReRBBeeBBRRReBBRRRBBB,6,7,4",
"eeeeeeeeeeeeeeBeReeeeReBRBeBReBRRBRRBRBBRB,6,7,0",
"eeeeeeeeeeReBeeeeReBeeeeBeBeeeeReBRRBRRBRB,6,7,0",
"eeeRBeBReeBBeRBeeBReRBBeRBeRRReRReBRRBBBRB,6,7,4",
"eeeeeeeeeeeeeeeReeeeeeReBeBBeReRBBBRRRBRBR,6,7,0",
"eeeeeeeeeeeeeeeReeeeeeRBeeRBRRBBRBBBRBBRRR,6,7,0",
"eBRReeBeRBReeReBBBeeBeBRBeeRRRBBRRBRBRRRBB,6,7,3",
"BBeeeeeRReeeeeBRBeeeeRBBeeeeBRRBeeRRBBRRRB,6,7,5",
"eeeeeeeeeeeeeeeeReeeeeeReeeeeeBeeeeBBRBRRB,6,7,7",
"eeeeeeReeeeeeBeeeeBeBReeeReRReBRBBRBBBRRBR,6,7,6",
"eReeeeeeReReReeReBeReeReBRBeeBeBBReBBRRBBB,6,7,0",
"BeeeeeeBeeeeeeReeeReeBeRRBeeRBRBBRBRBRBRBR,6,7,6",
"eeeReeeeeeBReeeeeRRBeReeBRBRBeeBBBRBRBRBRR,6,7,6",
"eeeeeeeeeeeeeeeeeeBeBeeBeReBeRReReBBRRRBRB,6,7,0",
"eBeReRReReRRBReBeBRBBeRBRBBRBRBRRRBBBRBRBB,6,7,3",
"eeeeeeeeeeeeeeeBeeeeeeBReBeReBBRBeRRBBBRRR,6,7,0",
"eeReeeeReBeBeeBeReBeRBeBeReRRBBRRBBBRRBRRB,6,7,6",
"BBeeeeeRReBeeeRReReeeBBeBeeeBReBReeBBRRRBR,6,7,5",
"BBReeeRBRBeeeRBBBeeeRRBBeeeBBRReeeBRRRBBRR,6,7,3",
"eeeeeeeReBeeeeBeBeRReReBRRBeReBBBReBBRBRRR,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeBBBRRRR,6,7,0",
"BeeBeeRReeReeBBBeBeeRRReReeRRReBRBBBBRBRBB,6,7,4",
"RReeReRRBeeBeRBBeeBeRBBeeBBBRRBeRBRRBBRRBR,6,7,3",
"eBBeeeReBReeeRBRReeeBRRBeReRRBReBeRBBRBRBB,6,7,4",
"eBeeBeeeBeeBeeeReeBeeeReeReeRBReBeeBRRBRBR,6,7,5",
"eeeeeReeeeeeReeeReeBeeBReeReBBBeeRRRRBRBBB,6,7,6",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"ReeReeBBeeReeRRBBBeeBRRBRBeBBBRRBeRRRRBBBR,6,7,4",
"RBeeeeeRReeeeeBBeeeReBBeBeBBRBeRBBBRRRBRRR,6,7,5",
"eeeeeeeeeBeeeeeeRBeBReeRRBRReRBBRBBBBRBRBR,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"eeeeeeeeeeeeeeeReBReBeReRBBReBeBBBRBRRBBRR,6,7,0",
"eeeeReReeeeBeBReeeReRBeBeBeRReBeReBRRBRBBB,6,7,5",
"eeeeeeeeeeeeeeBeeeeeeRBRBReBBRBBRBRRBRBBRR,6,7,0",
"eeeeRReeBeeBReeBeeBBBeReBRRRRBeRBBRRBBRRRB,6,7,5",
"eRBeBeeeRBeReeeRReBeeeBBeReBRRRBBBRRBBRRRB,6,7,4",
"eeeeeeeeeeBeeeReeReeeBBeRBeeRReBRReBBBRBRB,6,7,7",
"ReReeeBBeBBeeRBeRReeBReBReeRReBReeRRBBBRBB,6,7,4",
"eeeeeeBeeeeeeReeeeeeRBeeRBeRRBBRRBBBRRBBBR,6,7,6",
"BBeeeeeBBeeeReBReeeBBRBeeeRRBReeeRRBRRBRRB,6,7,5",
"eeReeeBReReeeRBeBeeeRReReeeBReRBeBBRBBRBBB,6,7,5",
"BeeeBBeReeRBReBeeBBReBeeBRBeReRBBRRRRBRRRB,6,7,4",
"ReeReeRBeeReeBBeeReRBReeBeRRBeeReBBBBRBBRR,6,7,4",
"eReeeeeeBeeeeeeBeeeeeeReBeeeeBeBeeeRRBBRRR,6,7,6",
"eeeeeeeRBBBBeeRBRBBeRBRBRBeBRRBRReRRBRRRBB,6,7,0",
"eBeeeRReReeeRBeBeBeBReBeRRRBeRRBRRBRBBBRBB,6,7,4",
"eeBeBeeeeReReeeeReBeeeRBeReeeRBRRReBBBRRBB,6,7,5",
"ReeeRReBeeeBRRReeeRBBBeeeBBRBReeBRBRBRRBBB,6,7,4",
"eBBeReBBBReReBRRRBBeBRBRRReRRBBRReRBBRBBBR,6,7,3",
"ReeBeeeReeBBeeBeeRReeReBBBeeBRBRBRBRRBBRRR,6,7,5",
"BeeeeRRBeeeeBRBeeeeRRReeeRBBBeBeBRRBBRBRBR,6,7,4",
"eeeeBRBeeeeRBBRBeeRBRBReeBRBRReRRBBBRBBBRR,6,7,4",
"eBeReeeeBeReeeeBeReeeeReBeRReBRRRBBBRBRBRB,6,7,5",
"ReeeeReBeeeeBeBeeeeBRReeReRRReeBBRBRBBRRBB,6,7,5",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"eeeeeeeeeeeeeeReeeeeeBRBBBRRRBRRBBBRBRRBRB,6,7,0",
"ReBReeBReBReeBBeRReeRReRBeeRBeBBReBRBRRBBB,6,7,3",
"eeBeeeReeBBeeReRBReeReBRBeeBeRRRBBBBBRRBRR,6,7,5",
"ReReReeBeReBeeRBBeReBRRReBeRBBBeBeBRBRRBBR,6,7,4",
"eeBeeeReeReeeReeRBeeBeeBBeeReeBReeRBBRBRRB,6,7,5",
"eRRReBeeBBBeBeeRBReReeRBReBeeBRBeBeRBBRRBR,6,7,3",
"eeeeeeeeeeeeeeeeeeeeeReeBeeBReeBBBRRRBRBRR,6,7,7",
"ReeBeeeReeReeeReeBeeeBeeBeReBReBeBBRRBRRBR,6,7,5",
"eeReeeeeRReeeBeRBReeBeBRBeRReBRBeRBBRRBBRB,6,7,6",
"eeeeeeBeRBeeeReBBeeeBeRReeeBeRReBeRBBRBRRB,6,7,6",
"eeeeeeeeeeeeeeReeeeeeRRRBBeRRBRRBeBBBBRBBR,6,7,0",
"eeeeeeeeeeeeeeBeBBeeeRRBReBeRBRRBReBRRBRBR,6,7,0",
"eeReeeeeeReeeeBeBeeBeBBReRBeRRRBRReBBRRRBB,6,7,6",
"eeeeeeeeeeeeeeBeRBeReBeRBeReBBRReRBRRBBRRB,6,7,0",
"eeeeeeeeeeeeeeRBeBReeBBeBRBeRRRBRRBRBBRRBR,6,7,0",
"eeReeeeReReeeeBeReeeeReBBeeRBBBRRRBBRBBBRB,6,7,6",
"BReeeeRBBeeeeBRReBeeBRReBeRBBBeRRBRBBRRRBR,6,7,4",
"BeBBeeeReRReeeBeRReBeReBBRReRRBBRBBRBRRBBR,6,7,4",
"eeeReeReeeBeeBeeeReRBeeeReBRBeeBeBRBRBBRBR,6,7,5",
"eeBeReReeBeBeBeeReReRBeBeReBReReReBRBRBBRB,6,7,4",
"eeeReBRReeBeRRBeBReRRReBBeRBBBRBRBBRBRBRRB,6,7,4",
"eeReeeeeeReeBeeeReRBeRBReBRBBRBeBBBRBRRRBR,6,7,0",
"eeeeeeeeeeeeeeReBeeeeReRBBBRReRBBRRBRBRBBB,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRReeeBBRBBBR,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeBBBRRRR,6,7,0",
"eeeeeeeeeeeeeeeeeBeBReeeReRReeeRRBBBBRRBBR,6,7,0",
"eBeeeeeeReeeeeeReeeeBBReeReRRBeRBBRBRBRBRB,6,7,6",
"eeeeeeeeeeeeeeBeeeeeeBRBeRRRBBReRRRBRBRBBB,6,7,0",
"eeeeeeeeeeeeeeeeBeeBRBeBBeBRBeRReBRRRBBRRR,6,7,0",
"ReReeeeReReeeBBeBeeeRRBReeeRBRBeRRBRBBRBBB,6,7,5",
"eBReeeReBBeeeReBBeeeReRRBeeBRBRReRRBBBRBRB,6,7,4",
"ReeReBeBeeBeReBeeReReBeRBRBeRBRBRBRBBBRBRR,6,7,4",
"eeeeeeeeeeeeeeReRBeBRBeRBeRBReBRRBBBBRRRBB,6,7,0",
"eRReeeBeBReeeReRBeReBeRBeBeBeBRBReRRRBRBBB,6,7,4",
"eeeeeeeeeeeeeeeBBeBeRBBReReRRRBeBeRBBRBRBR,6,7,0",
"eeeeeeeeeeeeeeeeeeeBeeeeeeBRRBReeBBBRRBRBR,6,7,0",
"eeeeeeeeeeeeeeeReBRReBBeRRRBRBeBBRRBBBRBRR,6,7,0",
"BReeeReRReeeBeRReeeBeBBeeeBeBReeeReRBRBRBB,6,7,4",
"BRReeeBRBBeeeBBBReeeBBRBeeeRRRBeRRBBRRBRBR,6,7,3",
"eeeeeeeeReeeeeRBeeeeBBReeeeBRReReRBRBRBBBR,6,7,7",
"eeeeeeeeeeeeeeeRRReRBBBBReBBBRBBBRRRRBBRRR,6,7,0",
"eeeeeeeBeeeeeeBBeeeeRBReeBeRBBeRReRRBRRRBB,6,7,0",
"eeeeeeeeeeeeeeeeeBBBBeeeBRRReRRBBBRRBRRRBB,6,7,0",
"eReeeeeeBeeReeeReeReBBReeBeRBBReBBBRBRRBRB,6,7,6",
"eeeeeeeRBReeBBBRBeeBBBBRRBRRRBRBRBRRBRRRBR,6,7,0",
"eeBeeeeeeReeeeeeReeReBBBeeReRRBeeBeBBRBRRB,6,7,6",
"eeReeeeeeReeeeeeBReeBeeBReeBeBBBeeRRBRRRBR,6,7,6",
"eeeeeeeeeeeeeeReeeeeeBRReRBeBRReBBBBBRRRBR,6,7,0",
"eeReeeeeeReeeeeeBeeeeRRBeeeeRBBBeeeBRRBBBR,6,7,6",
"ReReeBRReReRBRBeBeBBRBRReBRBRBBeBBRBBBRRRB,6,7,3",
"eReReReeBeReReeReReBeeBeBBBeBRRRBReBRBBBRB,6,7,4",
"eeeeBeeeeeRBBeeeeRBReReeBBReBBeRRReRBRRRBB,6,7,0",
"eeeeBRReeeeRBReeeeBRReBeeBRBeBeBBRBBRBRRBR,6,7,4",
"eeeeeeeBeeeeeeBBBeRRBRRBeRBBRBRBBRRBBRRRBR,6,7,0",
"eeeeeeeeeeeeeeReBeRRBReReBRBBeRRRBBRRBBRBB,6,7,0",
"BeBReeRReRReeRReBReeRBeBBeBBRBBBeBRRBRBRBR,6,7,3",
"eeeBBeBReeBReBReeRReRBeeBReRBReRBeBRRBBRRB,6,7,4",
"eeReeeBeeBeeeReeBeeeRBeRReRBReRBRBBBBRBRRB,6,7,5",
"eeReeBeeeRReBeReBReBeBeRBeReBeBReBeRBRBRRB,6,7,5",
"eeeeeeeeeeeeeeBeeRBeeReeBReBReBRBeBRBBBRRR,6,7,0",
"eeeeeeeReeeBeeReeeBeBReeeBRRBeBeBRBRBBRRBR,6,7,0",
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeRRRBBBB,6,7,0",
"ReeeeeeBeeeeeeReeeeeeReeeeBeBRBeeBRBRRRBBB,6,7,6",
"ReReBeeReReReeBeReBeeBRBeReeRBRBBeBRRBBRBB,6,7,4",
